title,issn,publisher,subjectAreas,licenseAgreement,oaModel
Mineral Processing and Extractive Metallurgy Review,0882-7508,Taylor & Francis,,25%,Hybrid
Ming Studies,0147-037X,Taylor & Francis,,25%,Hybrid
Minimally Invasive Therapy &amp; Allied Technologies,1364-5706,Taylor & Francis,,25%,Hybrid
Mining Technology,2572-6668,Taylor & Francis,,25%,Hybrid
Mitochondrial DNA Part A,2470-1394,Taylor & Francis,,25%,Hybrid
Mobilities,1745-0101,Taylor & Francis,,25%,Hybrid
Modern &amp; Contemporary France,0963-9489,Taylor & Francis,,25%,Hybrid
Molecular and Cellular Biology,-,Taylor & Francis,,25%,Hybrid
Molecular Crystals and Liquid Crystals,1542-1406,Taylor & Francis,,25%,Hybrid
Molecular Physics,0026-8976,Taylor & Francis,,25%,Hybrid
Molecular Simulation,0892-7022,Taylor & Francis,,25%,Hybrid
Molluscan Research,1323-5818,Taylor & Francis,,25%,Hybrid
Monumenta Serica,0254-9948,Taylor & Francis,,25%,Hybrid
Mortality,1357-6275,Taylor & Francis,,25%,Hybrid
Multicultural Education Review,2005-615X,Taylor & Francis,,25%,Hybrid
Multicultural Perspectives,1521-0960,Taylor & Francis,,25%,Hybrid
Multivariate Behavioral Research,0027-3171,Taylor & Francis,,25%,Hybrid
Museum History Journal,1936-9816,Taylor & Francis,,25%,Hybrid
Museum International,1350-0775,Taylor & Francis,,25%,Hybrid
Museum Management and Curatorship,0964-7775,Taylor & Francis,,25%,Hybrid
Museums &amp; Social Issues,1559-6893,Taylor & Francis,,25%,Hybrid
Music Education Research,1461-3808,Taylor & Francis,,25%,Hybrid
Music Reference Services Quarterly,1058-8167,Taylor & Francis,,25%,Hybrid
Musicology Australia,0814-5857,Taylor & Francis,,25%,Hybrid
Muziki,1812-5980,Taylor & Francis,,25%,Hybrid
Mycologia,0027-5514,Taylor & Francis,,25%,Hybrid
NABE Journal of Research and Practice,2639-0043,Taylor & Francis,,25%,Hybrid
Nanoscale and Microscale Thermophysical Engineering,1556-7265,Taylor & Francis,,25%,Hybrid
Nanotoxicology,1743-5390,Taylor & Francis,,25%,Hybrid
National Identities,1460-8944,Taylor & Francis,,25%,Hybrid
Nationalism and Ethnic Politics,1353-7113,Taylor & Francis,,25%,Hybrid
Natural Product Research,1478-6419,Taylor & Francis,,25%,Hybrid
Ñawpa Pacha,0077-6297,Taylor & Francis,,25%,Hybrid
Network: Computation in Neural Systems,0954-898X,Taylor & Francis,,25%,Hybrid
Neurocase,1355-4794,Taylor & Francis,,25%,Hybrid
Neurological Research,0161-6412,Taylor & Francis,,25%,Hybrid
Neuro-Ophthalmology,0165-8107,Taylor & Francis,,25%,Hybrid
Neuropsychoanalysis,1529-4145,Taylor & Francis,,25%,Hybrid
Neuropsychological Rehabilitation,0960-2011,Taylor & Francis,,25%,Hybrid
Neutron News,1044-8632,Taylor & Francis,,25%,Hybrid
New Political Economy,1356-3467,Taylor & Francis,,25%,Hybrid
New Political Science,0739-3148,Taylor & Francis,,25%,Hybrid
New Review of Academic Librarianship,1361-4533,Taylor & Francis,,25%,Hybrid
New Review of Children's Literature and Librarianship,1361-4541,Taylor & Francis,,25%,Hybrid
New Review of Film and Television Studies,1740-0309,Taylor & Francis,,25%,Hybrid
New Review of Hypermedia and Multimedia,1361-4568,Taylor & Francis,,25%,Hybrid
New Review of Information Networking,1361-4576,Taylor & Francis,,25%,Hybrid
New Writing,1479-0726,Taylor & Francis,,25%,Hybrid
New Zealand Economic Papers,0077-9954,Taylor & Francis,,25%,Hybrid
New Zealand Entomologist,0077-9962,Taylor & Francis,,25%,Hybrid
New Zealand Journal of Agricultural Research,0028-8233,Taylor & Francis,,25%,Hybrid
New Zealand Journal of Botany,0028-825X,Taylor & Francis,,25%,Hybrid
New Zealand Journal of Crop and Horticultural Science,0114-0671,Taylor & Francis,,25%,Hybrid
New Zealand Journal of Geology and Geophysics,0028-8306,Taylor & Francis,,25%,Hybrid
New Zealand Journal of Marine and Freshwater Research,0028-8330,Taylor & Francis,,25%,Hybrid
New Zealand Journal of Zoology,0301-4223,Taylor & Francis,,25%,Hybrid
New Zealand Veterinary Journal,0048-0169,Taylor & Francis,,25%,Hybrid
Nineteenth-Century Contexts,0890-5495,Taylor & Francis,,25%,Hybrid
Nondestructive Testing and Evaluation,1058-9759,Taylor & Francis,,25%,Hybrid
NORA - Nordic Journal of Feminist and Gender Research,0803-8740,Taylor & Francis,,25%,Hybrid
Nordic Journal of Human Rights,1891-8131,Taylor & Francis,,25%,Hybrid
Nordic Journal of Music Therapy,0809-8131,Taylor & Francis,,25%,Hybrid
Nordic Journal of Psychiatry,0803-9488,Taylor & Francis,,25%,Hybrid
Nordic Psychology,1901-2276,Taylor & Francis,,25%,Hybrid
Nordic Social Work Research,2156-857X,Taylor & Francis,,25%,Hybrid
NORMA,1890-2138,Taylor & Francis,,25%,Hybrid
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography,0029-1951,Taylor & Francis,,25%,Hybrid
North American Actuarial Journal,1092-0277,Taylor & Francis,,25%,Hybrid
Northern History,0078-172X,Taylor & Francis,,25%,Hybrid
Norwegian Archaeological Review,0029-3652,Taylor & Francis,,25%,Hybrid
Nuclear Physics News,1061-9127,Taylor & Francis,,25%,Hybrid
Nuclear Science and Engineering,0029-5639,Taylor & Francis,,25%,Hybrid
Nuclear Technology,0029-5450,Taylor & Francis,,25%,Hybrid
"Nucleosides, Nucleotides &amp; Nucleic Acids",1525-7770,Taylor & Francis,,25%,Hybrid
Numerical Functional Analysis and Optimization,0163-0563,Taylor & Francis,,25%,Hybrid
"Numerical Heat Transfer, Part A: Applications",1040-7782,Taylor & Francis,,25%,Hybrid
"Numerical Heat Transfer, Part B: Fundamentals",1040-7790,Taylor & Francis,,25%,Hybrid
Nutrition and Cancer,0163-5581,Taylor & Francis,,25%,Hybrid
Nutritional Neuroscience,1028-415X,Taylor & Francis,,25%,Hybrid
Occupational Therapy In Health Care,0738-0577,Taylor & Francis,,25%,Hybrid
Occupational Therapy in Mental Health,0164-212X,Taylor & Francis,,25%,Hybrid
Ocean Development &amp; International Law,0090-8320,Taylor & Francis,,25%,Hybrid
Ocular Immunology and Inflammation,0927-3948,Taylor & Francis,,25%,Hybrid
"Open Learning: The Journal of Open, Distance and e-Learning",0268-0513,Taylor & Francis,,25%,Hybrid
Ophthalmic Epidemiology,0928-6586,Taylor & Francis,,25%,Hybrid
Ophthalmic Genetics,1381-6810,Taylor & Francis,,25%,Hybrid
Optimization,0233-1934,Taylor & Francis,,25%,Hybrid
Optimization Methods and Software,1055-6788,Taylor & Francis,,25%,Hybrid
Orbit,0167-6830,Taylor & Francis,,25%,Hybrid
Organic Preparations and Procedures International,0030-4948,Taylor & Francis,,25%,Hybrid
Oriental Insects,0030-5316,Taylor & Francis,,25%,Hybrid
Ostrich,0030-6525,Taylor & Francis,,25%,Hybrid
Oxford Development Studies,1360-0818,Taylor & Francis,,25%,Hybrid
Oxford German Studies,0078-7191,Taylor & Francis,,25%,Hybrid
Oxford Review of Education,0305-4985,Taylor & Francis,,25%,Hybrid
Oxford University Commonwealth Law Journal,1472-9342,Taylor & Francis,,25%,Hybrid
Ozone: Science &amp; Engineering,0191-9512,Taylor & Francis,,25%,Hybrid
Paedagogica Historica,0030-9230,Taylor & Francis,,25%,Hybrid
Paediatrics and International Child Health,2046-9047,Taylor & Francis,,25%,Hybrid
PaleoAmerica,2055-5563,Taylor & Francis,,25%,Hybrid
Palestine Exploration Quarterly,0031-0328,Taylor & Francis,,25%,Hybrid
Palynology,0191-6122,Taylor & Francis,,25%,Hybrid
Papers in Applied Geography,2375-4931,Taylor & Francis,,25%,Hybrid
Parallax,1353-4645,Taylor & Francis,,25%,Hybrid
Parenting,1529-5192,Taylor & Francis,,25%,Hybrid
"Parliaments, Estates and Representation",0260-6755,Taylor & Francis,,25%,Hybrid
Particulate Science and Technology,0272-6351,Taylor & Francis,,25%,Hybrid
Pastoral Care in Education,0264-3944,Taylor & Francis,,25%,Hybrid
Pathogens and Global Health,2047-7724,Taylor & Francis,,25%,Hybrid
Patterns of Prejudice,0031-322X,Taylor & Francis,,25%,Hybrid
Peabody Journal of Education,0161-956X,Taylor & Francis,,25%,Hybrid
Peace Review,1040-2659,Taylor & Francis,,25%,Hybrid
Peacebuilding,2164-7259,Taylor & Francis,,25%,Hybrid
Pedagogies: An International Journal,1554-480X,Taylor & Francis,,25%,Hybrid
"Pedagogy, Culture &amp; Society",1468-1366,Taylor & Francis,,25%,Hybrid
Pediatric Hematology and Oncology,0888-0018,Taylor & Francis,,25%,Hybrid
Peking University Law Journal,2051-7483,Taylor & Francis,,25%,Hybrid
Performance Research,1352-8165,Taylor & Francis,,25%,Hybrid
Person-Centered &amp; Experiential Psychotherapies,1477-9757,Taylor & Francis,,25%,Hybrid
Perspectives,0907-676X,Taylor & Francis,,25%,Hybrid
Perspectives on Political Science,1045-7097,Taylor & Francis,,25%,Hybrid
Perspectives: Policy and Practice in Higher Education,1360-3108,Taylor & Francis,,25%,Hybrid
Petroleum Science and Technology,1091-6466,Taylor & Francis,,25%,Hybrid
Pharmaceutical Development and Technology,1083-7450,Taylor & Francis,,25%,Hybrid
Phase Transitions,0141-1594,Taylor & Francis,,25%,Hybrid
Philosophical Explorations,1386-9795,Taylor & Francis,,25%,Hybrid
Philosophical Magazine,1478-6435,Taylor & Francis,,25%,Hybrid
Philosophical Papers,0556-8641,Taylor & Francis,,25%,Hybrid
Philosophical Psychology,0951-5089,Taylor & Francis,,25%,Hybrid
"Phosphorus, Sulfur, and Silicon and the Related Elements",1042-6507,Taylor & Francis,,25%,Hybrid
photographies,1754-0763,Taylor & Francis,,25%,Hybrid
Photography and Culture,1751-4517,Taylor & Francis,,25%,Hybrid
Phycologia,0031-8884,Taylor & Francis,,25%,Hybrid
Physical &amp; Occupational Therapy In Geriatrics,0270-3181,Taylor & Francis,,25%,Hybrid
Physical &amp; Occupational Therapy In Pediatrics,0194-2638,Taylor & Francis,,25%,Hybrid
Physical Education and Sport Pedagogy,1740-8989,Taylor & Francis,,25%,Hybrid
Physical Geography,0272-3646,Taylor & Francis,,25%,Hybrid
Physical Therapy Reviews,1083-3196,Taylor & Francis,,25%,Hybrid
Physics and Chemistry of Liquids,0031-9104,Taylor & Francis,,25%,Hybrid
Physiotherapy Theory and Practice,0959-3985,Taylor & Francis,,25%,Hybrid
Plains Anthropologist,0032-0447,Taylor & Francis,,25%,Hybrid
Planning Perspectives,0266-5433,Taylor & Francis,,25%,Hybrid
Planning Practice &amp; Research,0269-7459,Taylor & Francis,,25%,Hybrid
Planning Theory &amp; Practice,1464-9357,Taylor & Francis,,25%,Hybrid
Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,1126-3504,Taylor & Francis,,25%,Hybrid
Plant Ecology &amp; Diversity,1755-0874,Taylor & Francis,,25%,Hybrid
"Plastics, Rubber and Composites",1465-8011,Taylor & Francis,,25%,Hybrid
Polar Geography,1088-937X,Taylor & Francis,,25%,Hybrid
Police Practice and Research,1561-4263,Taylor & Francis,,25%,Hybrid
Policing and Society,1043-9463,Taylor & Francis,,25%,Hybrid
Policy Reviews in Higher Education,2332-2969,Taylor & Francis,,25%,Hybrid
Policy Studies,0144-2872,Taylor & Francis,,25%,Hybrid
Political Communication,1058-4609,Taylor & Francis,,25%,Hybrid
Political Science,0032-3187,Taylor & Francis,,25%,Hybrid
Political Theology,1462-317X,Taylor & Francis,,25%,Hybrid
"Politics, Groups, and Identities",2156-5503,Taylor & Francis,,25%,Hybrid
"Politics, Religion &amp; Ideology",2156-7689,Taylor & Francis,,25%,Hybrid
Politikon,0258-9346,Taylor & Francis,,25%,Hybrid
Polycyclic Aromatic Compounds,1040-6638,Taylor & Francis,,25%,Hybrid
Polymer Reviews,1558-3724,Taylor & Francis,,25%,Hybrid
Polymer-Plastics Technology and Materials,2574-0881,Taylor & Francis,,25%,Hybrid
Popular Communication,1540-5702,Taylor & Francis,,25%,Hybrid
Popular Music and Society,0300-7766,Taylor & Francis,,25%,Hybrid
Population Studies,0032-4728,Taylor & Francis,,25%,Hybrid
Porn Studies,2326-8743,Taylor & Francis,,25%,Hybrid
Postcolonial Studies,1368-8790,Taylor & Francis,,25%,Hybrid
Post-Communist Economies,1463-1377,Taylor & Francis,,25%,Hybrid
Postgraduate Medicine,0032-5481,Taylor & Francis,,25%,Hybrid
Post-Medieval Archaeology,0079-4236,Taylor & Francis,,25%,Hybrid
Post-Soviet Affairs,1060-586X,Taylor & Francis,,25%,Hybrid
Practical Theology,1756-073X,Taylor & Francis,,25%,Hybrid
Practice,0950-3153,Taylor & Francis,,25%,Hybrid
PRACTICE,2578-3858,Taylor & Francis,,25%,Hybrid
Prehospital Emergency Care,1090-3127,Taylor & Francis,,25%,Hybrid
Preparative Biochemistry &amp; Biotechnology,1082-6068,Taylor & Francis,,25%,Hybrid
Preventing School Failure: Alternative Education for Children and Youth,1045-988X,Taylor & Francis,,25%,Hybrid
PRIMUS,1051-1970,Taylor & Francis,,25%,Hybrid
Problems of Post-Communism,1075-8216,Taylor & Francis,,25%,Hybrid
Production Planning &amp; Control,0953-7287,Taylor & Francis,,25%,Hybrid
Professional Development in Education,1941-5257,Taylor & Francis,,25%,Hybrid
Progress in Palliative Care,0969-9260,Taylor & Francis,,25%,Hybrid
Prose Studies,0144-0357,Taylor & Francis,,25%,Hybrid
Psychiatry,0033-2747,Taylor & Francis,,25%,Hybrid
"Psychiatry, Psychology and Law",1321-8719,Taylor & Francis,,25%,Hybrid
"Psychoanalysis, Self and Context",2472-0038,Taylor & Francis,,25%,Hybrid
Psychoanalytic Dialogues,1048-1885,Taylor & Francis,,25%,Hybrid
Psychoanalytic Inquiry,0735-1690,Taylor & Francis,,25%,Hybrid
Psychoanalytic Perspectives,1551-806X,Taylor & Francis,,25%,Hybrid
Psychoanalytic Psychotherapy,0266-8734,Taylor & Francis,,25%,Hybrid
Psychoanalytic Social Work,1522-8878,Taylor & Francis,,25%,Hybrid
Psychodynamic Practice,1475-3634,Taylor & Francis,,25%,Hybrid
Psychological Inquiry,1047-840X,Taylor & Francis,,25%,Hybrid
Psychological Perspectives,0033-2925,Taylor & Francis,,25%,Hybrid
Psychology &amp; Health,0887-0446,Taylor & Francis,,25%,Hybrid
Psychology &amp; Sexuality,1941-9899,Taylor & Francis,,25%,Hybrid
"Psychology, Crime &amp; Law",1068-316X,Taylor & Francis,,25%,Hybrid
"Psychology, Health &amp; Medicine",1354-8506,Taylor & Francis,,25%,Hybrid
Psychosis,1752-2439,Taylor & Francis,,25%,Hybrid
Psychotherapy Research,1050-3307,Taylor & Francis,,25%,Hybrid
PsyEcology,2171-1976,Taylor & Francis,,25%,Hybrid
Public Archaeology,1465-5187,Taylor & Francis,,25%,Hybrid
Public Art Dialogue,2150-2552,Taylor & Francis,,25%,Hybrid
Public Integrity,1099-9922,Taylor & Francis,,25%,Hybrid
Public Library Quarterly,0161-6846,Taylor & Francis,,25%,Hybrid
Public Management Review,1471-9037,Taylor & Francis,,25%,Hybrid
Public Money &amp; Management,0954-0962,Taylor & Francis,,25%,Hybrid
Public Performance &amp; Management Review,1530-9576,Taylor & Francis,,25%,Hybrid
Public Services Quarterly,1522-8959,Taylor & Francis,,25%,Hybrid
Publications of the English Goethe Society,0959-3683,Taylor & Francis,,25%,Hybrid
Quaestiones Mathematicae,1607-3606,Taylor & Francis,,25%,Hybrid
Qualitative Research in Psychology,1478-0887,Taylor & Francis,,25%,Hybrid
"Qualitative Research in Sport, Exercise and Health",2159-676X,Taylor & Francis,,25%,Hybrid
Qualitative Research Reports in Communication,1745-9435,Taylor & Francis,,25%,Hybrid
Quality Engineering,0898-2112,Taylor & Francis,,25%,Hybrid
Quality in Higher Education,1353-8322,Taylor & Francis,,25%,Hybrid
Quality Management Journal,1068-6967,Taylor & Francis,,25%,Hybrid
Quality Technology &amp; Quantitative Management,-,Taylor & Francis,,25%,Hybrid
Quantitative Finance,1469-7688,Taylor & Francis,,25%,Hybrid
Quantitative InfraRed Thermography Journal,1768-6733,Taylor & Francis,,25%,Hybrid
Quarterly Journal of Speech,0033-5630,Taylor & Francis,,25%,Hybrid
Quarterly Review of Film and Video,1050-9208,Taylor & Francis,,25%,Hybrid
Quest,0033-6297,Taylor & Francis,,25%,Hybrid
Race Ethnicity and Education,1361-3324,Taylor & Francis,,25%,Hybrid
Radiation Effects and Defects in Solids,1042-0150,Taylor & Francis,,25%,Hybrid
Reading &amp; Writing Quarterly,1057-3569,Taylor & Francis,,25%,Hybrid
Reading Psychology,0270-2711,Taylor & Francis,,25%,Hybrid
Reflective Practice,1462-3943,Taylor & Francis,,25%,Hybrid
Reformation,1357-4175,Taylor & Francis,,25%,Hybrid
Reformation &amp; Renaissance Review,1462-2459,Taylor & Francis,,25%,Hybrid
Regional &amp; Federal Studies,1359-7566,Taylor & Francis,,25%,Hybrid
Regional Studies,0034-3404,Taylor & Francis,,25%,Hybrid
Religion,0048-721X,Taylor & Francis,,25%,Hybrid
Religion &amp; Education,1550-7394,Taylor & Francis,,25%,Hybrid
"Religion, Brain &amp; Behavior",2153-599X,Taylor & Francis,,25%,Hybrid
"Religion, State &amp; Society",0963-7494,Taylor & Francis,,25%,Hybrid
Religious Education,0034-4087,Taylor & Francis,,25%,Hybrid
Remote Sensing Letters,2150-704X,Taylor & Francis,,25%,Hybrid
Representation,0034-4893,Taylor & Francis,,25%,Hybrid
Research and Practice in Intellectual and Developmental Disabilities,2329-7018,Taylor & Francis,,25%,Hybrid
Research in Dance Education,1464-7893,Taylor & Francis,,25%,Hybrid
Research in Drama Education: The Journal of Applied Theatre and Performance,1356-9783,Taylor & Francis,,25%,Hybrid
Research in Human Development,1542-7609,Taylor & Francis,,25%,Hybrid
Research in Mathematics Education,1479-4802,Taylor & Francis,,25%,Hybrid
Research in Nondestructive Evaluation,0934-9847,Taylor & Francis,,25%,Hybrid
Research in Post-Compulsory Education,1359-6748,Taylor & Francis,,25%,Hybrid
Research in Science &amp; Technological Education,0263-5143,Taylor & Francis,,25%,Hybrid
Research in Sports Medicine,1543-8627,Taylor & Francis,,25%,Hybrid
Research on Language and Social Interaction,0835-1813,Taylor & Francis,,25%,Hybrid
Research Papers in Education,0267-1522,Taylor & Francis,,25%,Hybrid
Research Quarterly for Exercise and Sport,0270-1367,Taylor & Francis,,25%,Hybrid
Research-Technology Management,0895-6308,Taylor & Francis,,25%,Hybrid
Residential Treatment for Children &amp; Youth,0886-571X,Taylor & Francis,,25%,Hybrid
Rethinking History,1364-2529,Taylor & Francis,,25%,Hybrid
Rethinking Marxism,0893-5696,Taylor & Francis,,25%,Hybrid
Review of Communication,-,Taylor & Francis,,25%,Hybrid
"Review of Education, Pedagogy, and Cultural Studies",1071-4413,Taylor & Francis,,25%,Hybrid
Review of International Political Economy,0969-2290,Taylor & Francis,,25%,Hybrid
Review of Political Economy,0953-8259,Taylor & Francis,,25%,Hybrid
Review of Social Economy,0034-6764,Taylor & Francis,,25%,Hybrid
Review: Literature and Arts of the Americas,0890-5762,Taylor & Francis,,25%,Hybrid
